	jet_class	PhyDistance	AffinityType	Laplacien	NumEigenvectors	StoppingCondition	AffinityCutoff	ExpofPTPosition	ExpofPTMultiplier	DeltaR
5698	SpectralMean	invarient	exponent	symmetric	8	beamparticle	('distance', 3.101665635502181)	eigenspace	-0.7259759569945075	0.6740646510537862
5699	SpectralMean	Luclus	inverse	unnormalised	9	beamparticle	('distance', 4.566090622600991)	eigenspace	0.277376187410868	0.03701160492528416
5700	SpectralMean	invarient	linear	symmetric	6	beamparticle	None	input	-0.8848591109179489	0.23234637920972828
5701	SpectralMean	Luclus	linear	symmetric	9	standard	('distance', 0.45354202832895374)	eigenspace	0.4589222155739481	1.0360729096032182
5702	SpectralMean	Luclus	exponent2	symmetric	2	standard	('distance', 6.001916528770341)	eigenspace	0.5776849597863487	1.3907051526896113
5703	SpectralMean	Luclus	linear	unnormalised	4	beamparticle	None	input	0.7549673520996687	0.21745791553616556
5704	SpectralMean	Luclus	linear	symmetric	8	standard	('distance', 0.8675909457973896)	input	0.26591394940676283	0.31764924701122965
5705	SpectralMean	Luclus	inverse	unnormalised	1	beamparticle	('knn', 3)	input	0.878731625341999	0.41714544780824997
5706	SpectralMean	Luclus	exponent	symmetric	9	beamparticle	('distance', 1.8540777126576091)	eigenspace	0.2557910828144625	0.7089538005302651
5707	SpectralMean	invarient	exponent	unnormalised	4	beamparticle	('knn', 2)	input	0.2078524584010697	0.24523853908372112
5708	SpectralMean	angular	exponent	unnormalised	9	beamparticle	('distance', 5.191072110766183)	eigenspace	0.5638680249862593	0.9736587021241911
5709	SpectralMean	normed	linear	symmetric	6	standard	None	eigenspace	0.17260831325190362	0.3226616386752688
5710	SpectralMean	invarient	inverse	symmetric	8	beamparticle	('knn', 5)	input	0.1637853465328869	1.1420734235141348
5711	SpectralMean	Luclus	exponent2	symmetric	2	standard	('knn', 5)	input	0.5836295559825209	1.3089955954387356
5712	SpectralMean	normed	linear	unnormalised	1	standard	('knn', 5)	eigenspace	-0.15439064555913218	1.1650483516529975
5713	SpectralMean	normed	exponent	symmetric	8	standard	('knn', 5)	eigenspace	-0.5203893044613688	0.8078310023004575
5714	SpectralMean	angular	exponent2	unnormalised	5	standard	('knn', 4)	eigenspace	-0.07305006150715254	0.8362998179961478
5715	SpectralMean	Luclus	exponent2	symmetric	5	standard	('distance', 3.818479164914965)	eigenspace	0.12352825134660472	0.8669766311328173
5716	SpectralMean	Luclus	exponent2	unnormalised	5	beamparticle	('distance', 8.775090287830427)	eigenspace	0.6038889267840959	0.8915370424203612
5717	SpectralMean	normed	exponent2	unnormalised	5	beamparticle	('distance', 7.197896081995953)	input	-0.23452599236632743	0.4370165340702401
5718	SpectralMean	normed	linear	symmetric	8	beamparticle	('knn', 1)	input	0.17960959787790842	0.27025071337844536
5719	SpectralMean	invarient	exponent	symmetric	7	beamparticle	None	eigenspace	-0.790454582369003	0.9927415856971586
5720	SpectralMean	angular	linear	symmetric	8	standard	('distance', 7.56339693895154)	eigenspace	0.31873322294691353	1.3520801910392908
5721	SpectralMean	Luclus	exponent2	symmetric	4	beamparticle	None	input	0.6376107694330879	0.4189441542833912
5722	SpectralMean	invarient	inverse	symmetric	9	standard	('knn', 3)	input	-0.6307386526167085	0.6169062253784212
5723	SpectralMean	normed	linear	unnormalised	2	standard	('distance', 8.019783359790983)	eigenspace	0.6908080890345418	0.5267660152712079
5724	SpectralMean	normed	inverse	unnormalised	8	beamparticle	('distance', 0.44225225300853155)	input	-0.4848982139591007	0.33239484135768654
5725	SpectralMean	invarient	linear	unnormalised	9	standard	None	eigenspace	-0.040167747139178145	0.5431777189664762
5726	SpectralMean	normed	linear	symmetric	7	standard	None	eigenspace	0.30857100270864435	0.2701988313815892
5727	SpectralMean	normed	linear	unnormalised	8	beamparticle	None	eigenspace	-0.9311028200857183	0.8784054963215697
5728	SpectralMean	invarient	exponent	symmetric	7	beamparticle	('knn', 4)	input	-0.44733359433505315	0.47492966699858075
5729	SpectralMean	normed	linear	unnormalised	4	beamparticle	('distance', 9.069268825526555)	input	-0.42594870967185594	1.3510327626715821
5730	SpectralMean	invarient	exponent2	symmetric	4	beamparticle	None	input	-0.7397153764955384	0.7448022213990356
5731	SpectralMean	invarient	inverse	symmetric	1	standard	None	eigenspace	-0.10446532659456875	0.5572918471973827
5732	SpectralMean	angular	exponent	symmetric	8	standard	('distance', 1.7995821091664699)	eigenspace	-0.4153104963481624	0.5703562754147224
5733	SpectralMean	normed	exponent2	symmetric	5	standard	('distance', 5.222935369918087)	input	-0.893865135580991	0.7114137038458888
5734	SpectralMean	invarient	exponent	symmetric	8	standard	('knn', 1)	input	0.42237565959310364	1.2830666852125228
5735	SpectralMean	invarient	linear	symmetric	4	standard	('distance', 1.8741328495685783)	eigenspace	-0.5813436159419894	1.3391171032042997
5736	SpectralMean	angular	inverse	symmetric	7	beamparticle	None	eigenspace	0.8688459752076938	0.7625935693394408
5737	SpectralMean	angular	inverse	symmetric	7	standard	('distance', 9.774855447063466)	eigenspace	0.4030694452730976	0.5299237883584014
5738	SpectralMean	invarient	exponent	symmetric	5	standard	('distance', 4.544502400182809)	input	-0.4580277083808937	1.3810117349221787
5739	SpectralMean	normed	inverse	unnormalised	9	beamparticle	('distance', 4.489757216345919)	input	0.9598227018567991	0.5244767131881997
5740	SpectralMean	normed	exponent	unnormalised	4	standard	('knn', 5)	eigenspace	0.26555707221785285	0.7317949369356859
5741	SpectralMean	angular	exponent2	unnormalised	3	beamparticle	('distance', 6.022635963058969)	input	0.570359225822687	0.47438418131725235
5742	SpectralMean	angular	exponent	unnormalised	8	beamparticle	('distance', 6.545184408491236)	eigenspace	-0.9441800794011559	0.5675289075176128
5743	SpectralMean	angular	linear	unnormalised	3	standard	None	eigenspace	-0.03152147971138941	0.4301448448735737
5744	SpectralMean	angular	exponent	symmetric	9	standard	('distance', 6.6932338781938805)	eigenspace	0.8507301853593894	1.0129898067037595
5745	SpectralMean	normed	inverse	unnormalised	9	beamparticle	('distance', 3.8302579763121134)	eigenspace	0.22553372934662774	0.9297900568890363
5746	SpectralMean	invarient	exponent	unnormalised	8	beamparticle	('distance', 4.043796542710464)	input	-0.629797160925573	1.499393403698809
5747	SpectralMean	invarient	inverse	unnormalised	9	beamparticle	('knn', 4)	eigenspace	-0.5996575879787771	0.09711230028813533
5748	SpectralMean	invarient	linear	unnormalised	6	standard	('knn', 2)	input	-0.5458512756145772	0.5921976167281319
5749	SpectralMean	Luclus	exponent2	unnormalised	3	beamparticle	('knn', 1)	input	-0.1715286625037855	1.2360421557327586
5750	SpectralMean	invarient	exponent	symmetric	3	beamparticle	('distance', 2.787026099928469)	eigenspace	0.9947221209796195	1.1712395603682553
5751	SpectralMean	Luclus	exponent2	symmetric	3	standard	None	input	-0.6029989068459378	0.8450989541895829
5752	SpectralMean	invarient	exponent2	unnormalised	2	beamparticle	None	eigenspace	-0.8655441663151251	0.7241457784186904
5753	SpectralMean	invarient	linear	unnormalised	6	standard	None	input	0.7454732625928204	0.6449670482316272
5754	SpectralMean	invarient	linear	symmetric	2	beamparticle	('distance', 1.069649368066704)	eigenspace	-0.41570299358076435	1.0599439054212472
5755	SpectralMean	normed	linear	unnormalised	6	standard	('distance', 5.6000939147313025)	input	0.6501952347629887	0.5077761610477125
5756	SpectralMean	Luclus	linear	symmetric	1	beamparticle	None	eigenspace	0.1376485090790791	1.0740493154192488
5757	SpectralMean	normed	exponent2	symmetric	8	beamparticle	('knn', 2)	eigenspace	0.06717662243954825	0.1503502324149652
5758	SpectralMean	invarient	linear	unnormalised	1	beamparticle	('distance', 9.671569609795853)	eigenspace	-0.2099939946551932	0.03582284118308532
5759	SpectralMean	Luclus	exponent	symmetric	4	standard	None	eigenspace	-0.3424014572983738	1.1076008367711354
5760	SpectralMean	normed	inverse	unnormalised	7	standard	None	eigenspace	-0.8760756431041283	0.17497764330041693
5761	SpectralMean	Luclus	exponent	symmetric	1	beamparticle	None	eigenspace	-0.18895989446638528	0.6623489635150115
5762	SpectralMean	angular	inverse	symmetric	2	standard	('distance', 0.5224791136874674)	input	-0.9298104995868344	0.2117354116847312
5763	SpectralMean	normed	exponent	symmetric	5	beamparticle	('distance', 6.747886022367186)	eigenspace	-0.5826694397094114	0.8622380663596078
5764	SpectralMean	Luclus	inverse	unnormalised	7	standard	('distance', 2.781544160236579)	input	0.25354004444401035	1.158592815201128
5765	SpectralMean	angular	exponent2	symmetric	6	standard	None	eigenspace	0.9150633029513218	0.14771438785852647
5766	SpectralMean	normed	linear	unnormalised	1	beamparticle	('knn', 2)	input	-0.6423708456045687	0.9311689556327367
5767	SpectralMean	angular	linear	unnormalised	1	beamparticle	None	eigenspace	-0.16091443388042737	1.4142298301047114
5768	SpectralMean	normed	exponent	unnormalised	8	beamparticle	None	input	-0.5984438403341144	0.177529510368664
5769	SpectralMean	invarient	inverse	symmetric	9	standard	('knn', 3)	eigenspace	0.4593917110898402	0.3481567400887521
5770	SpectralMean	angular	exponent2	unnormalised	7	beamparticle	None	input	0.9128834432668589	1.1583549805784261
5771	SpectralMean	Luclus	inverse	unnormalised	2	beamparticle	('knn', 1)	input	-0.5648789293324759	1.2428850344964384
5772	SpectralMean	normed	exponent2	symmetric	3	beamparticle	('knn', 1)	eigenspace	-0.5142189531417971	0.44745196184766034
5773	SpectralMean	normed	inverse	symmetric	5	standard	('knn', 1)	input	0.540488452502011	1.0769101640271723
5774	SpectralMean	normed	inverse	unnormalised	2	beamparticle	('distance', 5.58666367044384)	eigenspace	-0.17912763398820042	0.9644000477238759
5775	SpectralMean	invarient	exponent2	unnormalised	2	beamparticle	('knn', 5)	eigenspace	-0.6195688789351328	0.010140414240235929
5776	SpectralMean	Luclus	inverse	symmetric	6	beamparticle	('distance', 4.264090935061216)	input	0.2789742497125114	0.2963670374730091
5777	SpectralMean	Luclus	exponent	unnormalised	8	beamparticle	None	input	0.458866681042448	0.8213450178458521
5778	SpectralMean	invarient	inverse	symmetric	8	beamparticle	('distance', 1.3423537533114127)	eigenspace	-0.42245679124800883	1.144271598563037
5779	SpectralMean	invarient	exponent2	symmetric	2	standard	('distance', 3.399236708717397)	input	-0.3046645193115989	0.15461889373034254
5780	SpectralMean	angular	linear	unnormalised	3	beamparticle	('distance', 9.89197510771472)	input	0.006176627047291605	1.0912991727880752
5781	SpectralMean	normed	exponent	unnormalised	7	beamparticle	('knn', 2)	input	0.19529442743772707	1.2618277494481434
5782	SpectralMean	invarient	linear	unnormalised	1	standard	None	eigenspace	-0.6660846471321664	0.11877469793797352
5783	SpectralMean	angular	inverse	unnormalised	5	standard	('knn', 5)	eigenspace	-0.29122409992783505	1.2578696921922456
5784	SpectralMean	Luclus	exponent2	unnormalised	1	beamparticle	None	eigenspace	-0.5459983224558831	0.6386698097962936
5785	SpectralMean	angular	inverse	symmetric	5	standard	None	eigenspace	0.7252567528208713	1.1616700054101603
5786	SpectralMean	invarient	exponent2	symmetric	4	beamparticle	('distance', 7.842471549837055)	eigenspace	-0.7991505825091494	0.2572823742548041
5787	SpectralMean	invarient	inverse	unnormalised	2	standard	('distance', 8.799791315920908)	input	-0.16464202730838418	0.6679118262720207
5788	SpectralMean	invarient	inverse	symmetric	9	beamparticle	None	input	0.49784464246419224	0.5641190171830563
5789	SpectralMean	normed	exponent	unnormalised	6	standard	None	eigenspace	-0.012376922808014168	0.902008973290884
5790	SpectralMean	normed	linear	unnormalised	2	standard	('knn', 4)	eigenspace	-0.8516618468207384	1.3967909019480977
5791	SpectralMean	invarient	inverse	unnormalised	8	standard	None	input	0.9018711711528711	1.0530914353028804
5792	SpectralMean	invarient	linear	unnormalised	8	standard	('knn', 1)	eigenspace	-0.8651910444849535	1.4462034462154671
5793	SpectralMean	Luclus	inverse	symmetric	9	standard	('knn', 4)	input	0.06725811662623071	0.4248105865855086
5794	SpectralMean	Luclus	exponent2	unnormalised	3	standard	None	eigenspace	0.028834696672132898	1.0069979107442237
5795	SpectralMean	Luclus	exponent	symmetric	9	standard	None	input	-0.41652784060097603	0.9646099174331348
5796	SpectralMean	Luclus	inverse	unnormalised	1	beamparticle	('distance', 0.7585145784062997)	eigenspace	0.4957909065522099	0.1140847201209802
5797	SpectralMean	Luclus	linear	symmetric	9	standard	('knn', 1)	eigenspace	-0.7729189205377271	0.44430277533978435
5798	SpectralMean	invarient	exponent	symmetric	1	standard	None	input	-0.28625075613551654	0.07177328954475098
5799	SpectralMean	invarient	inverse	symmetric	3	beamparticle	('knn', 1)	eigenspace	-0.8478165507159414	0.48826897499027005
5800	SpectralMean	invarient	inverse	unnormalised	7	standard	('knn', 5)	input	0.20448920264926373	0.016732155841649554
5801	SpectralMean	angular	inverse	symmetric	2	standard	('knn', 2)	eigenspace	-0.3907484760625932	1.2887850162201855
5802	SpectralMean	normed	linear	symmetric	4	standard	('distance', 3.4722751509174965)	input	-0.6541920058123718	1.2237085473282088
5803	SpectralMean	invarient	linear	symmetric	4	beamparticle	('distance', 3.690123781819614)	input	-0.210123191704372	0.2573278406748192
5804	SpectralMean	Luclus	inverse	symmetric	9	beamparticle	('distance', 4.403531161116639)	input	0.8616912978576361	0.6415501643192721
5805	SpectralMean	angular	exponent	symmetric	9	beamparticle	('distance', 8.820525499469902)	input	0.18373001672992317	0.7043704191984821
5806	SpectralMean	invarient	exponent2	symmetric	9	standard	('distance', 8.07928929285895)	eigenspace	0.46232472454588724	1.4794336327595026
5807	SpectralMean	Luclus	exponent2	unnormalised	7	standard	('distance', 7.746887888463664)	input	-0.27439084128305957	0.2528099486731669
5808	SpectralMean	Luclus	exponent2	unnormalised	1	beamparticle	None	input	0.8468266067215997	0.48548657652759686
5809	SpectralMean	normed	inverse	unnormalised	6	beamparticle	None	input	0.47202025681661297	0.9865987808847771
5810	SpectralMean	invarient	exponent2	unnormalised	1	standard	('knn', 1)	eigenspace	0.6137926952827975	0.43463679723977816
5811	SpectralMean	invarient	inverse	symmetric	8	standard	('knn', 5)	eigenspace	0.4532198560004861	1.2932610773875033
5812	SpectralMean	Luclus	inverse	symmetric	3	beamparticle	('distance', 5.143434072892786)	input	-0.11439965643003291	0.7857707289499
5813	SpectralMean	normed	linear	unnormalised	2	standard	('knn', 2)	eigenspace	0.08330839228527553	0.46991912767834026
5814	SpectralMean	normed	exponent	unnormalised	9	standard	('distance', 5.366212243610509)	eigenspace	-0.5275676973880452	0.5954677055412569
5815	SpectralMean	angular	exponent	symmetric	8	beamparticle	('knn', 2)	eigenspace	-0.09014248482253673	0.3351170458404902
5816	SpectralMean	Luclus	inverse	symmetric	4	beamparticle	None	input	0.8272313115376353	1.0495011818764473
5817	SpectralMean	invarient	exponent	symmetric	1	standard	('distance', 1.595115981133095)	eigenspace	-0.4814069314241882	0.3129836849947086
5818	SpectralMean	angular	exponent	unnormalised	8	beamparticle	('knn', 3)	input	0.5383880846083535	0.06049300386118922
5819	SpectralMean	angular	exponent	symmetric	7	standard	None	eigenspace	0.24042658691997443	1.112624342036534
5820	SpectralMean	angular	exponent	unnormalised	2	beamparticle	None	input	-0.6153993870706007	0.34541979965597236
5821	SpectralMean	normed	inverse	unnormalised	7	beamparticle	('distance', 1.1741363206462263)	eigenspace	-0.16301872105003778	0.7142799471817896
5822	SpectralMean	angular	exponent2	symmetric	1	standard	('distance', 6.995566634231393)	input	0.664304387203529	0.686221288053418
5823	SpectralMean	Luclus	inverse	symmetric	3	beamparticle	('distance', 0.5964936089972395)	input	0.2559759254890708	1.0931244734419685
5824	SpectralMean	normed	inverse	symmetric	5	beamparticle	('distance', 5.004756517653326)	eigenspace	0.09980417088682336	1.1975472814486192
5825	SpectralMean	Luclus	exponent	unnormalised	5	beamparticle	None	eigenspace	-0.019014353830643538	0.5555173381082155
5826	SpectralMean	normed	inverse	symmetric	7	beamparticle	('knn', 1)	input	0.1609798252475645	0.3709559777827959
5827	SpectralMean	Luclus	exponent	symmetric	6	standard	('knn', 3)	eigenspace	0.038354331818695186	0.5192070655106543
5828	SpectralMean	invarient	exponent	unnormalised	6	beamparticle	None	eigenspace	-0.6456945502236162	0.15868352648894074
5829	SpectralMean	normed	exponent	symmetric	4	standard	('knn', 5)	eigenspace	-0.045762866081339615	1.4870611120882318
5830	SpectralMean	angular	inverse	unnormalised	8	beamparticle	('distance', 7.488409390437258)	input	-0.19659632885289313	0.9321352898159425
5831	SpectralMean	invarient	inverse	unnormalised	9	standard	None	eigenspace	-0.6019737241003156	0.573106365032142
5832	SpectralMean	Luclus	exponent	symmetric	9	standard	('distance', 0.4569156527811469)	input	-0.4469994192034603	0.6119664104872715
5833	SpectralMean	normed	linear	unnormalised	2	beamparticle	None	eigenspace	-0.41380269228545763	0.12716586353244813
5834	SpectralMean	Luclus	linear	symmetric	7	standard	('distance', 4.769297253515852)	eigenspace	-0.20805053406629082	0.4692589828719724
5835	SpectralMean	Luclus	exponent2	symmetric	3	beamparticle	('knn', 2)	input	-0.9175489600521127	0.3577119189229595
5836	SpectralMean	invarient	exponent	unnormalised	4	standard	('distance', 4.808932344553487)	input	-0.9884955472091463	1.1413235563632587
5837	SpectralMean	Luclus	inverse	symmetric	3	beamparticle	None	eigenspace	0.5027776311567933	0.8621973883891054
5838	SpectralMean	Luclus	exponent	symmetric	9	beamparticle	('knn', 3)	input	-0.3087184877702276	0.9043230445447218
5839	SpectralMean	angular	exponent2	symmetric	4	beamparticle	('knn', 1)	eigenspace	-0.16864475896012476	0.8987387793917776
5840	SpectralMean	angular	linear	symmetric	6	beamparticle	('distance', 0.6524118217216945)	eigenspace	0.3765688267706653	1.0225700910416746
5841	SpectralMean	normed	inverse	unnormalised	5	beamparticle	('knn', 1)	input	0.19169358385354607	0.40205210665051255
5842	SpectralMean	Luclus	linear	unnormalised	2	beamparticle	None	input	0.2317062349482204	1.1978060625778044
5843	SpectralMean	angular	linear	unnormalised	6	beamparticle	('distance', 6.773004317663674)	input	0.2999512377793603	1.0664657300333502
5844	SpectralMean	Luclus	inverse	unnormalised	2	standard	None	input	0.7102088543343139	0.4864077540838116
5845	SpectralMean	angular	inverse	symmetric	2	standard	None	input	0.0435781263659758	1.0134941772592687
5846	SpectralMean	angular	linear	unnormalised	9	beamparticle	('distance', 4.200646726504559)	eigenspace	0.8318250704153027	1.308252542446159
5847	SpectralMean	Luclus	linear	symmetric	1	standard	None	eigenspace	0.6045952932992533	1.3481352527414883
5848	SpectralMean	Luclus	linear	symmetric	1	beamparticle	('knn', 1)	input	-0.3980275471884711	0.028632316525177226
5849	SpectralMean	angular	linear	symmetric	8	standard	('distance', 9.524038554616558)	input	0.12955247924344016	0.3134954843030121
5850	SpectralMean	Luclus	exponent2	symmetric	5	beamparticle	None	eigenspace	-0.725143255493057	0.41318593941357895
5851	SpectralMean	angular	exponent	symmetric	3	beamparticle	None	eigenspace	-0.12777562624915095	0.5183114412290037
5852	SpectralMean	Luclus	linear	symmetric	4	beamparticle	None	input	-0.49431459186253823	0.30026367245673286
5853	SpectralMean	angular	exponent2	symmetric	4	standard	('knn', 5)	input	0.45923126722857255	0.7256302913644246
5854	SpectralMean	normed	inverse	unnormalised	3	standard	('distance', 2.0776212113300927)	input	0.5395945041252292	0.590288221506122
5855	SpectralMean	normed	linear	symmetric	3	standard	None	eigenspace	0.11452109804181787	0.308518462644381
5856	SpectralMean	Luclus	inverse	unnormalised	6	beamparticle	None	eigenspace	0.26245781628160025	1.1041037936782507
5857	SpectralMean	normed	exponent2	unnormalised	4	standard	('distance', 5.465124946866031)	input	0.7132655714152456	0.7219359970609909
5858	SpectralMean	invarient	exponent	unnormalised	3	standard	None	input	-0.41849700040980364	0.7658209106268177
5859	SpectralMean	invarient	exponent	unnormalised	6	standard	('knn', 4)	eigenspace	0.30108107706771325	1.3139180149388179
5860	SpectralMean	invarient	exponent	symmetric	3	beamparticle	('distance', 8.071895506110714)	input	0.24531632488639166	0.3355097560537417
5861	SpectralMean	angular	linear	unnormalised	3	standard	None	eigenspace	0.9294539156476891	1.1400891187949211
5862	SpectralMean	angular	exponent2	unnormalised	1	standard	('knn', 2)	eigenspace	0.8928038246824439	1.4504841177237182
5863	SpectralMean	angular	exponent	unnormalised	8	standard	('distance', 8.318536603909818)	input	0.3799031514047577	0.3867893554647263
5864	SpectralMean	angular	linear	symmetric	4	standard	('knn', 5)	input	0.2882241509559602	0.4722907493950579
5865	SpectralMean	Luclus	exponent2	symmetric	2	standard	None	input	-0.6249206415657784	1.2917586298809134
5866	SpectralMean	normed	exponent2	symmetric	8	standard	None	eigenspace	-0.22452899180843056	0.5560272324760546
5867	SpectralMean	normed	exponent	symmetric	6	beamparticle	None	input	-0.37494814867816695	1.226867366539488
5868	SpectralMean	invarient	exponent	symmetric	7	beamparticle	None	input	-0.19297694469017923	1.0723932503399214
5869	SpectralMean	angular	exponent	unnormalised	8	standard	('knn', 3)	eigenspace	-0.5498530049359953	1.3223167969033573
5870	SpectralMean	normed	exponent	unnormalised	8	standard	('distance', 1.5173473851820973)	eigenspace	-0.5130587858393083	0.549915330588683
5871	SpectralMean	Luclus	inverse	symmetric	5	beamparticle	('knn', 5)	input	0.15736765123243557	0.06708438496891944
5872	SpectralMean	normed	exponent	symmetric	2	standard	('distance', 3.358561040190169)	input	0.8299827720190311	0.8481220877484654
5873	SpectralMean	angular	exponent2	symmetric	8	standard	('distance', 0.4372382593673996)	eigenspace	0.1259380600309281	0.2730712592152746
5874	SpectralMean	Luclus	exponent2	unnormalised	6	beamparticle	None	eigenspace	0.727906681143659	0.9580577784516959
5875	SpectralMean	Luclus	exponent2	symmetric	7	standard	('knn', 2)	input	-0.8866384452337395	0.8400569882512552
5876	SpectralMean	invarient	exponent2	unnormalised	1	beamparticle	('knn', 1)	input	0.710108853178034	0.08896615641917721
5877	SpectralMean	normed	inverse	unnormalised	4	beamparticle	None	input	0.9443879618802786	1.4302834438045307
5878	SpectralMean	invarient	exponent2	symmetric	4	beamparticle	('knn', 2)	input	-0.8777224769853873	0.9828848347005155
5879	SpectralMean	Luclus	linear	unnormalised	1	beamparticle	('distance', 9.538321938512823)	eigenspace	0.7747952690001629	0.40788842325113883
5880	SpectralMean	invarient	inverse	symmetric	3	standard	None	eigenspace	-0.20538821424451892	0.4101242014500994
5881	SpectralMean	Luclus	linear	symmetric	5	standard	('knn', 3)	input	0.3651636016870814	1.0238985642008513
5882	SpectralMean	normed	linear	symmetric	6	beamparticle	('distance', 6.511318261463889)	eigenspace	0.1947194919995372	1.0779203785915938
5883	SpectralMean	angular	exponent	unnormalised	1	standard	('knn', 1)	input	-0.9249961531013808	0.23849781964148298
5884	SpectralMean	angular	linear	unnormalised	4	standard	('distance', 4.474732589742203)	input	0.356601795665459	0.7563122688356183
5885	SpectralMean	normed	exponent	symmetric	6	standard	None	eigenspace	0.9246512622950076	0.2406100362317633
5886	SpectralMean	invarient	exponent2	symmetric	6	standard	('knn', 1)	eigenspace	-0.2854753591360637	0.5833676676885424
5887	SpectralMean	invarient	exponent2	unnormalised	9	standard	('knn', 4)	eigenspace	0.8460710559752187	0.8082102214153557
5888	SpectralMean	normed	inverse	unnormalised	7	beamparticle	('distance', 3.565467601471042)	input	0.8263481600449407	0.20940260710951603
5889	SpectralMean	angular	exponent2	unnormalised	4	standard	('knn', 1)	eigenspace	0.6683001052236615	0.7233072938145133
5890	SpectralMean	angular	linear	unnormalised	7	standard	('knn', 1)	input	-0.5003401236792382	0.10276613851452326
5891	SpectralMean	Luclus	linear	symmetric	2	beamparticle	None	input	-0.746648248050122	1.3356207229782493
5892	SpectralMean	invarient	exponent2	unnormalised	9	standard	('knn', 1)	input	0.3000003118158481	1.3891238326370365
5893	SpectralMean	invarient	exponent	symmetric	2	beamparticle	None	eigenspace	0.8779793219422096	0.7237925880418227
5894	SpectralMean	Luclus	inverse	unnormalised	4	beamparticle	None	eigenspace	0.6705786685200996	1.3240700793730498
5895	SpectralMean	angular	inverse	symmetric	2	beamparticle	('distance', 8.19205523905816)	input	0.30161948494864244	1.4966730619280697
5896	SpectralMean	Luclus	exponent2	symmetric	2	standard	None	eigenspace	0.5926408287959604	0.7340393861279249
5897	SpectralMean	invarient	inverse	unnormalised	7	standard	('knn', 5)	eigenspace	0.8158549520282374	1.2793867685233524
5898	SpectralMean	invarient	exponent2	symmetric	5	beamparticle	('knn', 2)	input	-0.2350192018748205	0.8520855689731233
5899	SpectralMean	angular	inverse	unnormalised	5	standard	('knn', 4)	input	-0.1874556585492413	1.325194897793196
5900	SpectralMean	normed	inverse	unnormalised	8	beamparticle	('distance', 8.678740698670437)	input	-0.20441242835657092	0.5341350989015372
5901	SpectralMean	Luclus	exponent2	symmetric	7	beamparticle	('knn', 1)	input	-0.669083804420249	0.31810660672384494
5902	SpectralMean	normed	linear	symmetric	3	standard	None	eigenspace	-0.08878416055650007	1.155945978495657
5903	SpectralMean	invarient	linear	symmetric	9	beamparticle	('distance', 5.417682818212446)	eigenspace	0.05637498115154904	0.8468128327784421
5904	SpectralMean	Luclus	exponent	unnormalised	9	beamparticle	None	eigenspace	0.31676604807289843	0.9922001222410011
5905	SpectralMean	invarient	inverse	unnormalised	7	beamparticle	None	eigenspace	-0.7167511650039471	1.4504564439800371
5906	SpectralMean	invarient	exponent	unnormalised	7	standard	('distance', 0.16617493282654827)	input	0.307263332088338	0.877314948577496
5907	SpectralMean	angular	linear	unnormalised	2	beamparticle	('knn', 4)	eigenspace	0.7738115809278696	0.7654481573254714
5908	SpectralMean	invarient	exponent	symmetric	9	beamparticle	None	eigenspace	-0.9261462333613124	1.494284508248793
5909	SpectralMean	invarient	exponent2	unnormalised	6	beamparticle	None	eigenspace	0.07263667896004478	1.0335056599502832
5910	SpectralMean	invarient	exponent2	unnormalised	2	standard	('distance', 0.5619093404502951)	eigenspace	-0.3716237862001155	1.3638162127528082
5911	SpectralMean	angular	exponent2	symmetric	8	beamparticle	('knn', 2)	eigenspace	-0.47171919165817267	0.6444614977448859
5912	SpectralMean	angular	exponent	unnormalised	1	beamparticle	('distance', 7.229995624310624)	input	-0.07579330687321084	0.06103548410549886
5913	SpectralMean	invarient	exponent2	unnormalised	4	standard	None	eigenspace	-0.18926272618793405	0.30049241013500305
5914	SpectralMean	normed	inverse	symmetric	6	beamparticle	('distance', 0.6320129495063154)	eigenspace	-0.8344711508168794	0.83799009542319
5915	SpectralMean	normed	exponent	symmetric	7	standard	('knn', 3)	input	0.6508070305028946	0.8354068935922719
5916	SpectralMean	angular	linear	symmetric	1	beamparticle	('knn', 1)	eigenspace	0.22992803269214912	0.6276733436217139
5917	SpectralMean	invarient	linear	symmetric	8	standard	('knn', 5)	input	0.18260095321589542	0.20706016319828663
5918	SpectralMean	invarient	exponent	symmetric	5	standard	('distance', 8.716599244900978)	eigenspace	0.18044616576623063	0.8348082977802712
5919	SpectralMean	invarient	exponent2	unnormalised	9	beamparticle	('knn', 2)	input	-0.65364971348017	0.46382478667535026
5920	SpectralMean	Luclus	exponent2	unnormalised	5	standard	('distance', 5.602954187122072)	eigenspace	-0.14920679661016512	0.845886055221234
5921	SpectralMean	invarient	inverse	symmetric	1	standard	None	input	-0.24699952670243452	0.32182638296338867
5922	SpectralMean	normed	exponent	symmetric	6	standard	('distance', 8.09388671913034)	eigenspace	-0.23243036505125647	0.609028454626156
5923	SpectralMean	Luclus	exponent	unnormalised	9	beamparticle	('knn', 1)	input	0.9086696435686419	1.1828464576309372
5924	SpectralMean	invarient	inverse	symmetric	1	standard	('knn', 5)	eigenspace	-0.9595081600654805	0.9412425360242535
5925	SpectralMean	Luclus	exponent	unnormalised	3	beamparticle	('distance', 0.7311083237057536)	eigenspace	-0.4433931392559882	0.2107402924286167
5926	SpectralMean	angular	exponent	symmetric	4	standard	('knn', 2)	eigenspace	-0.6911124110812774	1.1429228796329598
